CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,351610,WWE CHEESECAKE FACTORY PINOT GRIGIO - 750ML,3,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,342104,DEEP EDDY LEMON VODKA - 1.75L -,60,Purchase order
2023,December,THE WINE GROUP,WINE,82111,CUPCAKE CENTRAL COAST CHARD - 750ML,84,Purchase order
2023,December,YUENGLING BREWERY,BEER,91987,YUENGLING LAGER 2/12 CAN - 12OZ,396,Purchase order
2023,December,DAOU VINEYARDS LLC,WINE,357064,DAOU BODYGUARD RED - 750ML,5,Purchase order
2023,December,PUNTO VINO LLC,WINE,312860,BEGALI AMARONE CA BIANCA - 750ML,2,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,27472,MCCLELLAND'S ISLAY SCOTCH - 750ML,14,Purchase order
2023,December,DOPS INC,BEER,18417,21ST AMENDMENT HAZY BREW FREE IPA 4/6 CANS,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,304502,DR LOOSEN RIESLING ESTATE BLUE SLATE - 750ML,1,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,36722,KETEL ONE VODKA - 750ML,32,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,308832,FLAVIUM PREMIUM MENCIA - 750ML,1,Purchase order
2023,December,THE WINE GROUP,WINE,80770,7 MOONS CA RED BLEND 750,16,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,341979,TERRA VEGA P/NOIR KOS - 750ML,1,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,345734,DOM BOUSQUET MAL - 750ML,21,Purchase order
2023,December,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,50482,CHAMBORD ROYALE LIQUEUR - 50ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,377187,DOM DU CH PHILIPPE LE HARDI BOURG HAUTES-C 'BEAUNE LES FOIRES WHITE - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,120405,OKUNOMATSU TOKUBETSU JUNMAI - 300ML,1,Purchase order
2023,December,INTERBALT PRODUCTS CORP,BEER,64501,ZYWIEC BIALE (WHEAT) 20/500ML,1,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,15683,FALIESI FALANGHINA 750ML,3,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,18880,SANTA RITA SAUV BLC 120 - 750ML,1,Purchase order
2023,December,SFB BUCK LLC,BEER,19157,YARDS GOLDEN ALE 4/6 NR,2,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,241668,PARADOSSO P/NOIR - 750ML,4,Purchase order
2023,December,CROWN IMPORTS,BEER,97497,CORONA EXTRA 12/24OZ NR - 24OZ,792,Purchase order
2023,December,CONSTELLATION BRANDS,WINE,20745,WOODBRIDGE P/GRIG - 1.5L,64,Purchase order
2023,December,BBL INC,BEER,17544,RODENBACH VINTAGE GIFT PACK 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,46280,TRINITY OAKS MER - 750ML,3,Purchase order
2023,December,PERNOD RICARD USA LLC,WINE,345239,MUMM NAPA CUVEE M - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,234266,SANTA GIULIANA TREVISO PROSECCO - 750ML,14,Purchase order
2023,December,ROYAL WINE CORP,WINE,340490,TEPERBERG VISION SEMI DRY WH - 750ML,1,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,237294,DIPINTI CHARD - 750ML,1,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,64550,BLUEJACKET ART OF ALMOST 6/4 16OZ CANS,1,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,341791,CH CANTELAUDETTE BORD ROUGE - 750ML,9,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,237290,COL DEI VENTI COMETE MOSC D'ASTI - 750ML,2,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,56852,CASAMIGOS TEQUILA -  BLANCO -1.75L,90,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,386227,HAKUTSURU JUNMAI NIGORI SAYURI - 300ML,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,345954,CECCHI BONIZIO ROSSO - 1.5L,8,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,378166,SEBASTIEN BRUNET BRUT LA ROCHERIE VOUVRAY - 750ML,1,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,344365,VERBENA ROS D'MONT - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,75884,CANYON ROAD MERLOT - 750ML,34,Purchase order
2023,December,ANHEUSER BUSCH INC,KEG,30932,STELLA ARTOIS 15.5 GALLON 1/2K,304,Purchase order
2023,December,FX MATT BREWING CO,BEER,23772,FLYING DOG RAGING BITCH BELGIAN IPA -NR,360,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,378365,FOUNDING SPIRITS DARK RUM - 1L,1,Purchase order
2023,December,SAWM IMPORTS LLC,WINE,333432,VINA CARTIN ALBARINO - 750ML,3,Purchase order
2023,December,INTERNATIONAL CELLARS LLC,WINE,244104,ANTONIO MACCIERI LAMBRUSCO DRY - 750ML,1,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,232662,DOM BERTHET RAYNE CDR RGE 15 - 750ML,21,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,244584,FOUNDERS 4 GIANTS TROPICAL 6/4 16OZ CANS,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,359352,VOLLEREAUX BRUT RS - 750ML,2,Purchase order
2023,December,WI INC,WINE,63903,LUNA NUDA PROSECCO 750ML,3,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,365640,LA FONT DU LOUP CDP RGE DEMOISELLES- 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,317593,QUINTA DE LA ROSA LOT 601 RUBY - 500ML,2,Purchase order
2023,December,TROEGS BREWING COMPANY,BEER,29002,TROEGS SUNSHINE PILS 4/6 NR,3,Purchase order
2023,December,JACKSON FAMILY ENTERPRISES INC,WINE,77593,K JACKSON VINT RES CAB - 375ML,56,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,411892,ESSAY CHEN BLC/VIOG/ROUSSA - 750ML,7,Purchase order
2023,December,SURVILLE ENTERPRISES CORP,WINE,166823,VEUVE DU VERNAY ICE ROSE - 187ML,3,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,94838,ROCHEFORT 8 12/11.2OZ,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,342147,LEGENDE BORDEAUX BLANC - 750ML,3,Purchase order
2023,December,CONSTELLATION BRANDS,WINE,85995,WOODBRIDGE CHARD - 1.5L,192,Purchase order
2023,December,STOLI GROUP (USA) LLC,LIQUOR,242131,STOLICHNAYA SALTED KARAMEL VODKA - 750ML,9,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,43192,DEKUYPER LUSCIOUS SLOE GIN - 1L,1,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,297091,IZETA BASQUE CIDRE 750ML,1,Purchase order
2023,December,MILLER BREWING COMPANY,BEER,88773,STEEL RESERVE 2/12 CAN - 12OZ,420,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,337033,MOUNT FISHTAIL S/BLC - 750ML,6,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,349153,CASALBORDINO MONTEPULCIANO RS,6,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,72520,SMOOTH AMBLER CONTRADICTION  - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,40291,MICHTERS USI S/B RYE WHISKEY - 750ML,52,Purchase order
2023,December,ANHEUSER BUSCH INC,KEG,97055,KIRIN ICHIBAN 1/2K,16,Purchase order
2023,December,VIGNOBLES LVDH USA INC,WINE,232012,RES DE LA DAME A L'OISEAU CDR BLC - 750ML,1,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,11860,ELIJAH CRAIG BOURBON  SMALL BATCH 94P - 750ml,126,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,14297,3 FLOYDS GUMBALLHEAD 4/6 CANS,4,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,317734,VILLA JOLANDA MOSCATO PINEAPPLE - 750ML,1,Purchase order
2023,December,PWSWN INC,WINE,36138,VALE DOS POMBOS VINHO VERDE ROSE - 750ML,3,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,KEG,42001,MENABREA LAGER AMBER - 1/6K,3,Purchase order
2023,December,SUTTER HOME WINERY INC,WINE,313883,MENAGE A TROIS P/GRIG - 750ML,1,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,15164,CRAGGANMORE SCOTCH 12YR - 750ML,1,Purchase order
2023,December,PUNTO VINO LLC,WINE,377600,PAUL DIREDER BEE NATURAL WHITE - 750ML,1,Purchase order
2023,December,BROOKEVILLE BREWING LLC,BEER,15469,BEER FARM DEWPOINT 6.0 4/6 CANS,32,Purchase order
2023,December,E & J GALLO WINERY,WINE,87211,TOTTS BRUT CHAMPAGNE - 750ML,22,Purchase order
2023,December,THE WINE GROUP,WINE,75078,BERINGER FOUNDERS EST CHARD - 1.5L,15,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,64480,DEWEY FLASH OF DIAMONDS 4/6PK 12OZ CAN,3,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,379448,SOVIETSKOE IGRISTOE SEMI-DRY 750ML,4,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,234306,BELLAVITA SWEET RED - 750ML,2,Purchase order
2023,December,SAZERAC CO,LIQUOR,333600,7 LEGUES BLANCO TEQUILA - 750ML,1,Purchase order
2023,December,BACKUP BEVERAGE,BEER,62675,POTTERS CRANBERRY ORANGE 6/4 CANS,1,Purchase order
2023,December,BACKUP BEVERAGE,KEG,16493,SECRET LLAMA BLOOD ORANGE 30L KEG,2,Purchase order
2023,December,BACKUP BEVERAGE,BEER,246114,ST FEUILLIEN GRAND CRU 6/4 BTL,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,64567,BOULEVARD RESTED RESERVE 6/4 NR,4,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,112917,TIAMO PINOT GRIGIO - 750ML,14,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,43958,WILLAMETTE VLY P/GRIS - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,48305,ELK COVE VYDS P/GRIS - 750ML,1,Purchase order
2023,December,RVWC LLC,WINE,348332,VINEYARD ORIGINS P/NOIR LOT 15 - 750ML,2,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,378547,JOLIE FOLLE ROSE - 1L,4,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,312345,G D VAJRA MOSC D'ASTI - 750ML,4,Purchase order
2023,December,NORTH LOCK LLC DBA PORT CITY BREWING CO,KEG,17242,PORT CITY PIZZA NIGHT 1/6 KEG,4,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,234080,GIORGIOZ P/GRIG - 750ML,4,Purchase order
2023,December,PWSWN INC,WINE,339478,VIEJO FEO CAB - 750ML,2,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,312532,DIOFILI XINOMAVRO ROSE - 750ML,2,Purchase order
2023,December,MARK ANTHONY BRANDS INC,BEER,24049,MIKES HARDER MANGO LEMONADE 23.5OZ CAN,204,Purchase order
2023,December,SOVEREIGN BRANDS LLC,LIQUOR,238910,BUMBU RUM - 750ML,63,Purchase order
2023,December,ROOTS RUN DEEP LLC,WINE,42860,EDUCATED GUESS NORTH COAST CAB/SAUV - 750ML,2,Purchase order
2023,December,SAZERAC CO,LIQUOR,89270,PLATINUM 10X VODKA - 750ML,84,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,237012,SIDURI SANTA BARB CO P/NOIR - 750ML,4,Purchase order
2023,December,MILLER BREWING COMPANY,BEER,96920,PERONI 4/6 NR - 12OZ,1080,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,69591,SOUTHERN TIER 2X IPA 4/6 CANS,3,Purchase order
2023,December,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,326504,PENFOLDS MAXS CAB - 750ML,4,Purchase order
2023,December,CLINE CELLARS INC,WINE,43679,CLINE VIOG - 750ML,35,Purchase order
2023,December,PRECEPT BRANDS LLC,WINE,80683,SHEFFIELD LIV CREAM SHERRY - 1.5L,1,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,378887,FAIRFAX WINE CO SAUV BLANC - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,353388,FATTORIA LA LECCIAIA ORVIETO CLAS - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,NON-ALCOHOL,243569,FEVER TREE DISTILLERS COLA 6/4PK - 200ML,3,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,47382,CIROC LUXURY VODKA - 375ML,1,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,325783,CASTELLO DI POPPIANO CORTILE - 750ML,4,Purchase order
2023,December,KYSELA PERE ET FILS LTD,KEG,88977,PERENNIAL DRY HOPPED PILS - 1/2K,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,333585,VERDI STRAW SPARKLETINI,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,83092,ST MICHAELS GOLLYWOBBLER WHITE338752 - 750ML,1,Purchase order
2023,December,ANHEUSER BUSCH INC,LIQUOR,13869,CUTWATER LIME MARGARITA 6/4 CAN,294,Purchase order
2023,December,NO RULES DISTRIBUTORS,WINE,170273,BIBLIA CHORA SOLE PINOT NOIR 750ML,1,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,355724,MOON FEST TORRONTES SANGRIA - 750ML,1,Purchase order
2023,December,DEUTSCH FAMILY WINE & SPIRITS,WINE,240512,JOSH CELLARS CRAFTSMEN COLLECTION CABERNET - 750ML,8,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,LIQUOR,362664,GRAY WOLF VODKA LONE WOLF -750ML,1,Purchase order
2023,December,BACKUP BEVERAGE,BEER,69928,GRAFT FIELD DAY 6/4 CANS,4,Purchase order
2023,December,CONSTELLATION BRANDS,WINE,81086,R MONDAVI PR SEL P/NOIR - 750ML,42,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,298326,CALVET CELEBRATION ROSE SPARKLING WINE 750ML,2,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,63371,DOWN EAST CIDERS VARIETY 2/9 CANS,2,Purchase order
2023,December,SAZERAC CO,LIQUOR,58939,BARTON'S LONG ISLAND TEA - 1L,7,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,351940,VILLA CATERINA PINOT GRIGIO - 750ML,1,Purchase order
2023,December,SFB BUCK LLC,KEG,63396,BELLS AMBER ALE 1/2 KEG,6,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,238629,MARY TAYLOR ANJOU BLANC - 750ML,1,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,429759,DOM PUECH COCUT P/NOIR - 750ML,4,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,346299,CASASMITH CERVO BARBERA - 750ML,1,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,WINE,73504,CHRISTIAN BROS CREAM SHERRY - 1.5L,1,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,405426,PORTAZ APREMONT - 750ML,2,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,15363,BROOKLYN BLACK OPS 6/4 16OZ CANS,6,Purchase order
2023,December,QUINTESSENTIAL LLC,WINE,89282,NEW AGE WHITE - 750ML,8,Purchase order
2023,December,DEUTSCH FAMILY WINE & SPIRITS,WINE,26964,YELLOW TAIL CHARD - 1.5L,144,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,377995,DOM DE L'ARNESQUE CDR - 750ML,6,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,307523,TABLAS CREEK PATELIN DE TABLAS BLC - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,328036,HEIDSIECK BRUT BLUE TOP NV GIFT BOX - 750ML,3,Purchase order
2023,December,WAGNER WINE COMPANY LLC,WINE,82217,CAYMUS NAPA CAB - 1L,3,Purchase order
2023,December,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,241306,19 CRIMES SAUVIGNON BLOCK - 750ML,6,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,322463,CASAMIGOS TEQUILA - REPOSADO - 750ML,540,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,30635,SEAGRAM'S GIN - EXTRA DRY - 1.75L,36,Purchase order
2023,December,PWSWN INC,WINE,167984,YLLERA WHITE BLEND 750ML,2,Purchase order
2023,December,SAGAMORE WHISKEY LLC,LIQUOR,379209,SAGAMORE SPIRIT AMARO HERBAL LIQUEUR - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,421405,DON GUILLERMO DI MENDOZA MAL - 750ML,3,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,236020,VEUVE DUBARRY CUV PRESTIGE - 750ML,56,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,157600,DELLA SCALA MONTEPULCIANO - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,168202,BOSCHENDAL BRUT ROSE 750ML,1,Purchase order
2023,December,J LOHR WINERY,WINE,328400,J LOHR FLUME CROSSING S/BLC - 750ML,2,Purchase order
2023,December,NEXTERRA WINE COMPANY,WINE,63989,COOPER'S HAWK WINTER WHITE 750ML,66,Purchase order
2023,December,SFB BUCK LLC,BEER,64519,NEW TRAIL TROPICAL BROKEN HEELS HAZY IPA 15/19.2 OZ CAN,13,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,349097,KGM SAPERAVI - 750ML,4,Purchase order
2023,December,FANTASMA LLC,WINE,170330,DOM DES SABLONNETTES P'TIT BLANC 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,238555,UPTOWN WINE COCKTAILS LIME MARGARITA RTD KOS - 1.5L,7,Purchase order
2023,December,MOET HENNESSY USA,LIQUOR,41270,HENNESSY COGNAC VS - 200ML,75,Purchase order
2023,December,EASTERN LIQUOR DISTRIBUTORS INC,BEER,42407,TERRA FROM AGM BEER - 500ML BTL,38,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,236348,CAPRICCIO BUBBLY SANGRIA RED - 750ML,60,Purchase order
2023,December,THE SPANISH WINE IMPORTERS LLC,WINE,339270,BITCH GREN - 750ML,2,Purchase order
2023,December,NORTH LOCK LLC DBA PORT CITY BREWING CO,BEER,69595,PORT CITY BEACH DRIVE GOLDEN ALE 4/6 CANS,6,Purchase order
2023,December,J LOHR WINERY,WINE,52060,J LOHR LOS OSOS MER (SC) - 375ML,1,Purchase order
2023,December,NEW BELGIUM BREWING INC,BEER,24036,NEW BELGIUM VOODOO RANGER IMPERIAL IPA 2/12 CAN,3,Purchase order
2023,December,AREL GROUP WINE & SPIRITS,WINE,307131,CARLETTO SPARK PROSECCO - 750ML,7,Purchase order
2023,December,SIERRA NEVADA BREWING CO,BEER,14561,STRAINGE BEAST GINGER LEMON HIBISCUS 4/6 CAN,7,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,236382,VINA JARABA RESA RED - 750ML,14,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,LIQUOR,71923,BOLS PEACH BRANDY - LITER,1,Purchase order
2023,December,STEFANO INCORPORATED,WINE,326333,LA FERLA NERO D'AVOLA - 750ML,6,Purchase order
2023,December,FREE RUN WINE MERCHANTS LLC,WINE,170229,TACHERONS CHARDONNAY 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,320125,SPASSO P/GRIG 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,320734,CYT CASILLERO DEL DIABLO RED - 750ML,2,Purchase order
2023,December,POTOMAC SELECTIONS INC,WINE,379568,CEDRIC BOUCHARD CHAMP. ROSES DE JEANNE VAL VILAINE BLANC DE NOIRS 2021 - 6/750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,238191,CH LAMOTHE ST-GERMAIN RED BORD - 750ML,1,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,12827,CASAMIGOS TEQUILA BLANCO - 1L,80,Purchase order
2023,December,BACKUP BEVERAGE,BEER,298372,MOBTOWN DOCTOR HAZY 4/6 12OZ CANS,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,42153,VERAMONTE S/BLC - 750ML,1,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,105490,HAKUTSURU SAKE - 720ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,83531,BAREFOOT CEL PINK MOSCATO - 187ML,32,Purchase order
2023,December,INTERCONTINENTAL PACKAGING COMPANY,WINE,348578,YES WAY ROSE - 750ML,33,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,LIQUOR,243068,LOST WHISKEY CLUB STRAIGHT BOURB WHISKEY (GOLD) - 375ML,2,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,234986,JANARE FALANGHINA DEL SANNIO - 750ML,3,Purchase order
2023,December,MHW LTD,LIQUOR,45063,BOLS BRANDY - BLACKBERRY - 1L,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,310357,N X NW RIES - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,334595,CHEF GEOFF'S DAILY CAB - 750ML,6,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,KEG,68734,DOWN EAST WINTER BLEND 1/2 KEG,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,378780,POL ROGER BRUT NV - 750ML,4,Purchase order
2023,December,LONE OAK BREWING COMPANY LLC,BEER,15247,LONE OAK SANDBAR TROPICAL IPA 6/4 16OZ CANS,14,Purchase order
2023,December,STE MICHELLE WINE ESTATES,WINE,83780,CH ST MICH CHARD - 750ML,73,Purchase order
2023,December,POTOMAC SELECTIONS INC,WINE,379498,CHRISTOPHE MIGNON 'ADN PUR MEUNIER' BRUT NATURE NV - 750ML,3,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,71750,NEW AMSTERDAM VODKA - PINEAPPLE - 1.75L,18,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,326110,THE CURATOR RED - 750ML,2,Purchase order
2023,December,ROYAL WINE CORP,WINE,330086,ALTOONA HILLS CHARD - 750ML,20,Purchase order
2023,December,SLIGO MILL BREWING COMPANY,BEER,63798,7 LOCKS BITCH MONKEY FRUITED SOUR 4/6 CANS,14,Purchase order
2023,December,NEXTERRA WINE COMPANY,WINE,64089,COOPER'S HAWK TEMPRANILLO 750ML,26,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,24854,S SMITH ORGANIC CHOCOLATE STOU 6/4 NR - 12OZ,1,Purchase order
2023,December,BACKUP BEVERAGE,KEG,17522,GRAFT FIELD DAY 1/6 KEG,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,NON-ALCOHOL,14471,PARTAKE BLONDE NA 4/6 CANS,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,233288,HOUSE WINE CHARD CAN             471790 - 355ML,5,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,377364,MY FAVORITE NEIGHBOR CAB SAUV - 750ML,17,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,16206,PHERM FORBIN 4/6 CANS,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,247152,O-61 CAB SAUV - 750ML,1,Purchase order
2023,December,SAZERAC CO,LIQUOR,167676,MR BOSTON CREME DE MENTHE WHITE 1L,3,Purchase order
2023,December,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,89702,BERINGER KNIGHTS CAB - 750ML,14,Purchase order
2023,December,THE WINE GROUP,WINE,85078,BERINGER PINK MOSCATO - 1.5L,15,Purchase order
2023,December,SIERRA NEVADA BREWING CO,BEER,98558,SIERRA NEVADA HOP BULLET 4/6 CN,300,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,168108,JINYA NIGORI 300ML,5,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,379153,CLOT DEL PILA - LA PERLA COTE DE ROUSSILLON RED - 750ML,3,Purchase order
2023,December,INTERBALT PRODUCTS CORP,BEER,244502,OBOLON KYIVSKE LAGER 6/4 16.9OZ CANS,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,64524,THE BEAST PEACH PERFECT 24/16OZ CAN,2,Purchase order
2023,December,RM2 CONSULTING INC,LIQUOR,170317,COPPER AND CASK SMALL BATCH #3 WHISKEY 750ML,8,Purchase order
2023,December,J LOHR WINERY,WINE,303604,J LOHR FALCONS PERCH P/NOIR - 750ML,14,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,232708,FRENCH ESCAPE ROSE - 750ML,3,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,309071,RIOS DE TINTA - 750ML,4,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,302401,RUBUS O/V ZIN - 750ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,325577,DI MAJO NORANTE CONTADO RES AGLIANIC - 750ML,1,Purchase order
2023,December,DOPS INC,BEER,347712,ORIGINAL SIN BLACK WIDOW CIDER 4/6 CAN,3,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,40231,E AND J BRANDY VSOP - 200ML,28,Purchase order
2023,December,E & J GALLO WINERY,WINE,76821,BLACK BOX CALIFORNIA MER - 3L,100,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,36030,ABSOLUT VODKA - 80 PROOF - 1L,44,Purchase order
2023,December,LAPHAM IMPORT COMPANY,WINE,379174,CRUZ GARCIA REAL SANGRIA PEACH- 750ML,2,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,243574,THE PARING CHARD SANTA BARBARA - 750ML,2,Purchase order
2023,December,DC BRAU BREWING LLC,BEER,26637,DC BRAU PUBLIC PALE ALE 4/6 CANS - 12OZ,100,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,341122,MONTGRAVET ROSE - 750ML,56,Purchase order
